[0000177446ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000177478ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000177496ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000177532ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000177550ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000177568ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000177596ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000177630ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000177646ns] mycpu : pc = 1c009004,  reg = 16, val = 00000257
[0000177754ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000177768ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000177800ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000177816ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000177852ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000177870ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000177886ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000177920ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000177952ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000177968ns] mycpu : pc = 1c009004,  reg = 16, val = 00000258
[0000178066ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000178080ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000178114ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000178130ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000178174ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000178192ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000178210ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000178246ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000178282ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000178298ns] mycpu : pc = 1c009004,  reg = 16, val = 00000259
[0000178390ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000178406ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000178440ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000178456ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000178492ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000178508ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000178524ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000178562ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000178594ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000178608ns] mycpu : pc = 1c009004,  reg = 16, val = 0000025a
[0000178702ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000178726ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000178760ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000178774ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000178804ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000178818ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000178836ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000178872ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000178904ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000178918ns] mycpu : pc = 1c009004,  reg = 16, val = 0000025b
[0000179028ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000179044ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000179078ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000179098ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000179134ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000179150ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000179174ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000179206ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000179242ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000179260ns] mycpu : pc = 1c009004,  reg = 16, val = 0000025c
[0000179342ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000179358ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000179390ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000179414ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000179448ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000179466ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000179482ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000179520ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000179556ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000179576ns] mycpu : pc = 1c009004,  reg = 16, val = 0000025d
[0000179658ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000179676ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000179710ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000179724ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000179758ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000179772ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000179790ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000179826ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000179862ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000179880ns] mycpu : pc = 1c009004,  reg = 16, val = 0000025e
[0000179986ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000180006ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000180038ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000180052ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000180084ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000180102ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000180120ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000180166ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000180196ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000180218ns] mycpu : pc = 1c009004,  reg = 16, val = 0000025f
[0000180310ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000180330ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000180364ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000180384ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000180418ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000180436ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000180452ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000180482ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000180512ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000180528ns] mycpu : pc = 1c009004,  reg = 16, val = 00000260
[0000180636ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000180658ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000180694ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000180710ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000180752ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000180766ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000180782ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000180816ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000180854ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000180872ns] mycpu : pc = 1c009004,  reg = 16, val = 00000261
[0000180946ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000180960ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000181002ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000181020ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000181054ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000181068ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000181090ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000181126ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000181168ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000181188ns] mycpu : pc = 1c009004,  reg = 16, val = 00000262
[0000181280ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000181294ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000181326ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000181344ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000181376ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000181392ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000181416ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000181446ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000181484ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000181504ns] mycpu : pc = 1c009004,  reg = 16, val = 00000263
[0000181594ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000181612ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000181648ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000181666ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000181700ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000181716ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000181738ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000181774ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000181808ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000181824ns] mycpu : pc = 1c009004,  reg = 16, val = 00000264
[0000181918ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000181934ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000181962ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000181978ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000182010ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000182024ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000182054ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000182084ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000182122ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000182140ns] mycpu : pc = 1c009004,  reg = 16, val = 00000265
[0000182244ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000182262ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000182298ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000182314ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000182346ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000182360ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000182380ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000182410ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000182448ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000182464ns] mycpu : pc = 1c009004,  reg = 16, val = 00000266
[0000182578ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000182592ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000182626ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000182642ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000182670ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000182686ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000182704ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000182738ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000182770ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000182786ns] mycpu : pc = 1c009004,  reg = 16, val = 00000267
[0000182888ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000182906ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000182942ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000182958ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000182994ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000183012ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000183030ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000183064ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000183102ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000183116ns] mycpu : pc = 1c009004,  reg = 16, val = 00000268
[0000183216ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000183230ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000183266ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000183284ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000183320ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000183340ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000183356ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000183394ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000183434ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000183452ns] mycpu : pc = 1c009004,  reg = 16, val = 00000269
[0000183536ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000183550ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000183580ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000183596ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000183624ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000183638ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000183652ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000183682ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000183718ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000183732ns] mycpu : pc = 1c009004,  reg = 16, val = 0000026a
[0000183856ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000183872ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000183910ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000183924ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000183964ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000183982ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000184000ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000184038ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000184072ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000184090ns] mycpu : pc = 1c009004,  reg = 16, val = 0000026b
[0000184182ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000184200ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000184236ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000184256ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000184292ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000184312ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000184332ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000184368ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000184408ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000184424ns] mycpu : pc = 1c009004,  reg = 16, val = 0000026c
[0000184502ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000184520ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000184556ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000184574ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000184602ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000184616ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000184640ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000184672ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000184720ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000184734ns] mycpu : pc = 1c009004,  reg = 16, val = 0000026d
[0000184820ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000184834ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000184862ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000184876ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000184912ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000184932ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000184950ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000184990ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000185030ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000185048ns] mycpu : pc = 1c009004,  reg = 16, val = 0000026e
[0000185152ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000185170ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000185204ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000185218ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000185252ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000185270ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000185284ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000185322ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000185354ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000185370ns] mycpu : pc = 1c009004,  reg = 16, val = 0000026f
[0000185462ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000185482ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000185528ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000185548ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000185580ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000185596ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000185614ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000185646ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000185680ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000185696ns] mycpu : pc = 1c009004,  reg = 16, val = 00000270
[0000185784ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000185798ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000185832ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000185846ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000185884ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000185898ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000185912ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000185942ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000185980ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000185994ns] mycpu : pc = 1c009004,  reg = 16, val = 00000271
[0000186110ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000186130ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000186164ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000186178ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000186222ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000186240ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000186262ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000186300ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000186332ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000186354ns] mycpu : pc = 1c009004,  reg = 16, val = 00000272
[0000186424ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000186438ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000186474ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000186490ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000186524ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000186542ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000186556ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000186602ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000186630ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000186646ns] mycpu : pc = 1c009004,  reg = 16, val = 00000273
[0000186742ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000186764ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000186804ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000186822ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000186858ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000186874ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000186888ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000186920ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000186968ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000186986ns] mycpu : pc = 1c009004,  reg = 16, val = 00000274
[0000187080ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000187096ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000187130ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000187150ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000187182ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000187196ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000187212ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000187258ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000187290ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000187312ns] mycpu : pc = 1c009004,  reg = 16, val = 00000275
[0000187390ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000187406ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000187434ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000187458ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000187496ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000187512ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000187526ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000187562ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000187592ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000187608ns] mycpu : pc = 1c009004,  reg = 16, val = 00000276
[0000187714ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000187728ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000187758ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000187772ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000187804ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000187818ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000187832ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000187872ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000187904ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000187926ns] mycpu : pc = 1c009004,  reg = 16, val = 00000277
[0000188040ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000188060ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000188098ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000188114ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000188144ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000188160ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000188176ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000188224ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000188256ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000188270ns] mycpu : pc = 1c009004,  reg = 16, val = 00000278
[0000188362ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000188382ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000188414ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000188432ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000188464ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000188482ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000188500ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000188532ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000188572ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000188588ns] mycpu : pc = 1c009004,  reg = 16, val = 00000279
[0000188692ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000188706ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000188758ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000188774ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000188818ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000188836ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000188854ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000188888ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000188918ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000188934ns] mycpu : pc = 1c009004,  reg = 16, val = 0000027a
[0000189006ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000189026ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000189056ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000189070ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000189110ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000189124ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000189146ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000189186ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000189224ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000189240ns] mycpu : pc = 1c009004,  reg = 16, val = 0000027b
[0000189336ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000189354ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000189394ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
[0000189408ns] mycpu : pc = 1c00800c,  reg = 13, val = 1c00900c
[0000189444ns] mycpu : pc = 1c008010,  reg = 13, val = 00000004
[0000189460ns] mycpu : pc = 1c008014,  reg = 14, val = 00000004
[0000189474ns] mycpu : pc = 1c008018,  reg = 13, val = 00000008
[0000189512ns] mycpu : pc = 1c00801c,  reg = 00, val = 00000000
[0000189544ns] mycpu : pc = 1c009000,  reg = 13, val = 0000000a
[0000189560ns] mycpu : pc = 1c009004,  reg = 16, val = 0000027c
[0000189638ns] mycpu : pc = 1c008000,  reg = 13, val = 00000001
[0000189656ns] mycpu : pc = 1c008004,  reg = 13, val = 00000000
[0000189690ns] mycpu : pc = 1c008008,  reg = 13, val = 1c009000
